Epoch,Train_Loss,Train_Accuracy,Test_Loss,Test_Accuracy
1,1.6394345040821359,38.922,1.3363637924194336,52.6
2,1.2372327732003254,55.494,1.171307964324951,59.54
3,1.0652629931259643,62.038,1.149495696425438,62.02
4,0.9405276735725305,66.888,0.796861721277237,71.71
5,0.8442378257546583,70.33,0.8037887689471245,72.11
6,0.7854918887853013,72.694,0.7581456032395363,74.29
7,0.7476565289070539,73.96,0.7064467251300812,76.47
8,0.70997874076714,75.294,0.6532845705747604,77.43
9,0.6859488648831692,76.344,0.6419169563055038,77.59
10,0.6579577481502767,77.114,0.6415259665250779,78.23
11,0.6370771671347606,77.852,0.6206158393621445,79.69
12,0.6178239821777929,78.58,0.6430917569994926,78.74
13,0.6007534188535207,79.148,0.5770242071151733,80.51
14,0.5906560866119307,79.566,0.5656883338093758,80.95
15,0.575689270520759,80.202,0.5280435565114021,82.21
16,0.563503809673402,80.424,0.5469303864240647,81.52
17,0.5581047359634849,80.642,0.5296921253204345,82.07
18,0.5459546356859719,81.028,0.5455977317690849,81.62
19,0.5362348531365699,81.404,0.5853559964895249,81.31
20,0.5259544187799439,81.848,0.5229148200154304,82.67
21,0.5146478963325091,82.17,0.5322564926743507,82.17
22,0.5135855615291449,82.102,0.5825621762871742,80.29
23,0.5039922441820355,82.66,0.4660137262940407,84.08
24,0.49884068546697613,82.688,0.49600060790777206,83.66
25,0.5020698666039025,82.666,0.5242407743632793,82.15
26,0.4978727862962981,82.908,0.4591019555926323,84.33
27,0.4850543886804215,83.078,0.5423980560898781,82.32
28,0.476415128811546,83.308,0.5083622825145722,83.35
29,0.47615069349098693,83.464,0.48103165715932844,84.04
30,0.46824689087507976,83.808,0.5116131579875947,83.3
31,0.4693589725762682,83.694,0.4467594981193542,84.84
32,0.46229082635601465,83.888,0.4852544093132019,83.79
33,0.46140268467881185,83.876,0.44570377334952355,85.04
34,0.4549012819824316,84.09,0.4925422263145447,83.52
35,0.45260873677023233,84.12,0.42806266009807586,85.83
36,0.4469658132175655,84.276,0.4146952137351036,86.15
37,0.44782382105012686,84.486,0.4558900116384029,84.55
38,0.4418116500767905,84.754,0.48175248071551324,84.45
39,0.4436259646244976,84.59,0.4800809605419636,84.58
40,0.43972511425652466,84.66,0.42756661683321,85.82
41,0.4361743839348064,84.862,0.41613264083862306,85.86
42,0.435336128525112,84.872,0.42992865294218063,85.96
43,0.4322989721356146,85.04,0.4792241516709328,84.44
44,0.4342695295124713,84.878,0.42017766922712324,85.59
45,0.42339561151726474,85.248,0.42486252158880233,85.88
46,0.4232186698319052,85.188,0.4292255258560181,86.06
47,0.4211546074780052,85.382,0.4420038576424122,85.89
48,0.42200370392073755,85.228,0.5130329513549805,83.1
